id_employee,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augmentation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,frequence_deplacement_encoded
1558,29,M,2451,Marié(e),Consulting,Assistant de Direction,6,5,1,0,3,4,1,3,1,2,3,Non,18,Non,2,2,9,3,Infra & Cloud,Occasionnel,0,0,1.0
1560,33,M,6392,Marié(e),Commercial,Cadre Commercial,2,8,2,2,1,3,2,1,4,1,3,Non,13,Non,1,6,8,4,Infra & Cloud,Occasionnel,2,2,1.0
1562,30,M,9714,Marié(e),Commercial,Cadre Commercial,1,10,10,8,2,2,2,1,4,3,3,Non,11,Oui,1,4,1,3,Infra & Cloud,Occasionnel,6,7,1.0
1563,38,M,6077,Marié(e),Ressources Humaines,Ressources Humaines,3,10,6,3,3,3,2,3,3,3,3,Non,11,Non,0,2,10,4,Ressources Humaines,Frequent,1,2,2.0
1564,35,M,2450,Célibataire,Consulting,Consultant,1,3,3,0,4,2,1,1,2,3,3,Non,19,Non,0,3,1,3,Transformation Digitale,Occasionnel,1,2,1.0
1568,30,M,9250,Marié(e),Commercial,Cadre Commercial,3,9,4,2,3,3,3,2,2,3,3,Non,12,Non,1,3,29,4,Entrepreunariat,Occasionnel,1,3,1.0
1569,35,F,2074,Divorcé(e),Consulting,Consultant,1,1,1,0,1,3,1,1,4,3,3,Oui,12,Oui,1,2,2,3,Infra & Cloud,Occasionnel,0,0,1.0
1572,53,F,10169,Marié(e),Consulting,Tech Lead,0,34,33,7,3,2,3,4,2,3,3,Non,16,Oui,1,4,2,5,Entrepreunariat,Occasionnel,1,9,1.0
1573,38,M,4855,Marié(e),Consulting,Tech Lead,4,7,5,2,3,3,2,2,1,3,3,Non,11,Oui,2,2,2,3,Transformation Digitale,Occasionnel,1,4,1.0
1574,32,M,4087,Marié(e),Consulting,Assistant de Direction,4,9,6,5,4,3,2,1,2,2,3,Non,14,Non,1,3,1,4,Entrepreunariat,Aucun,1,2,0.0
1576,48,F,2367,Marié(e),Consulting,Assistant de Direction,8,10,8,2,3,3,1,1,4,2,3,Non,12,Non,1,3,15,4,Autre,Occasionnel,7,6,1.0
1577,34,M,2972,Célibataire,Consulting,Assistant de Direction,1,1,1,0,1,3,1,4,3,1,3,Non,13,Non,0,4,7,4,Transformation Digitale,Occasionnel,0,0,1.0
1578,55,M,19586,Marié(e),Commercial,Senior Manager,1,36,36,6,3,2,5,4,3,3,4,Non,21,Non,1,3,26,5,Marketing,Occasionnel,2,13,1.0
1580,34,M,5484,Marié(e),Consulting,Assistant de Direction,9,9,2,2,2,3,2,4,2,2,3,Non,17,Non,1,3,1,4,Infra & Cloud,Occasionnel,2,1,1.0
1581,26,F,2061,Marié(e),Consulting,Assistant de Direction,1,1,1,0,1,3,1,4,1,3,4,Non,21,Non,0,5,3,3,Infra & Cloud,Occasionnel,0,0,1.0
1582,38,M,9924,Marié(e),Commercial,Cadre Commercial,0,10,9,8,3,3,2,2,4,3,3,Non,11,Non,1,3,14,3,Infra & Cloud,Occasionnel,7,7,1.0
1583,38,F,4198,Célibataire,Commercial,Cadre Commercial,2,8,3,2,2,3,2,2,2,4,3,Non,12,Non,0,5,16,3,Infra & Cloud,Occasionnel,1,2,1.0
1585,36,F,6815,Célibataire,Commercial,Cadre Commercial,6,15,1,0,2,3,2,3,1,3,3,Non,13,Non,0,5,1,4,Infra & Cloud,Occasionnel,0,0,1.0
1586,29,M,4723,Célibataire,Consulting,Consultant,1,10,10,9,2,3,1,1,4,3,3,Oui,18,Non,0,3,3,1,Transformation Digitale,Occasionnel,1,5,1.0
1587,35,F,6142,Célibataire,Consulting,Manager,3,10,5,2,1,3,2,3,3,3,3,Oui,16,Non,0,4,10,4,Transformation Digitale,Occasionnel,0,4,1.0
1588,39,M,8237,Marié(e),Commercial,Cadre Commercial,2,11,7,6,4,4,3,3,1,3,3,Non,11,Non,1,3,6,3,Transformation Digitale,Occasionnel,7,6,1.0
1590,29,M,8853,Divorcé(e),Consulting,Manager,1,6,6,4,1,3,2,4,4,4,3,Non,19,Non,1,0,2,1,Infra & Cloud,Frequent,1,3,2.0
1591,50,M,19331,Marié(e),Commercial,Senior Manager,4,27,1,0,3,3,5,3,3,3,3,Oui,16,Non,1,2,9,3,Marketing,Occasionnel,0,0,1.0
1592,23,M,2073,Marié(e),Consulting,Assistant de Direction,2,4,2,2,4,4,1,3,4,3,3,Non,16,Non,1,2,10,3,Entrepreunariat,Occasionnel,2,2,1.0
1594,36,M,5562,Marié(e),Consulting,Consultant,3,9,3,2,1,4,2,1,4,3,3,Oui,13,Non,1,3,6,4,Infra & Cloud,Frequent,0,2,2.0
1595,42,M,19613,Célibataire,Consulting,Senior Manager,8,24,1,0,4,2,5,4,4,3,4,Non,22,Non,0,2,9,2,Autre,Occasionnel,0,1,1.0
1596,35,M,3407,Marié(e),Consulting,Consultant,1,10,10,9,2,4,2,3,4,2,3,Non,17,Non,2,3,28,3,Infra & Cloud,Occasionnel,6,8,1.0
1597,34,M,5063,Marié(e),Consulting,Manager,1,8,8,2,4,2,2,3,2,2,3,Non,14,Non,1,3,10,4,Entrepreunariat,Frequent,7,7,2.0
1598,40,F,4639,Marié(e),Commercial,Cadre Commercial,1,5,5,4,4,3,2,1,3,3,3,Non,15,Non,1,2,14,2,Infra & Cloud,Occasionnel,1,2,1.0
1599,43,M,4876,Divorcé(e),Consulting,Consultant,5,8,6,4,4,4,1,2,3,3,3,Non,12,Non,1,0,27,3,Entrepreunariat,Occasionnel,0,2,1.0
1601,35,M,2690,Marié(e),Consulting,Consultant,1,1,1,0,3,2,1,4,4,2,3,Non,18,Non,1,5,7,2,Infra & Cloud,Occasionnel,0,1,1.0
1602,46,M,17567,Célibataire,Commercial,Senior Manager,1,27,26,0,4,4,4,1,2,1,3,Non,15,Non,0,5,1,4,Infra & Cloud,Occasionnel,0,12,1.0
1604,28,M,2408,Marié(e),Consulting,Consultant,1,1,1,1,3,3,1,2,3,3,3,Oui,17,Oui,3,3,24,3,Transformation Digitale,Occasionnel,0,0,1.0
1605,22,F,2814,Marié(e),Consulting,Assistant de Direction,1,4,4,2,2,2,1,3,2,2,3,Oui,14,Non,0,2,26,2,Autre,Aucun,1,3,0.0
1606,50,M,11245,Marié(e),Consulting,Manager,2,32,30,8,2,3,4,3,3,3,3,Oui,15,Non,1,3,20,5,Transformation Digitale,Frequent,12,13,2.0
1607,32,F,3312,Marié(e),Consulting,Assistant de Direction,3,6,3,2,2,4,1,4,4,3,3,Non,17,Non,2,3,5,4,Autre,Occasionnel,0,2,1.0
1608,44,F,19049,Divorcé(e),Consulting,Directeur Technique,0,23,22,7,2,3,5,4,4,2,3,Oui,14,Non,1,4,7,3,Transformation Digitale,Occasionnel,1,10,1.0
1609,30,M,2141,Marié(e),Consulting,Assistant de Direction,1,6,6,4,2,2,1,2,2,2,3,Non,12,Non,1,3,7,3,Transformation Digitale,Occasionnel,1,1,1.0
1611,45,F,5769,Célibataire,Consulting,Consultant,1,10,10,7,3,1,2,1,1,3,3,Oui,14,Non,0,3,5,5,Transformation Digitale,Occasionnel,1,4,1.0
1612,45,M,4385,Marié(e),Commercial,Cadre Commercial,1,10,10,7,1,2,2,1,1,3,3,Non,15,Non,1,2,26,3,Marketing,Aucun,4,5,0.0
1613,31,M,5332,Célibataire,Commercial,Cadre Commercial,7,10,5,2,4,3,2,1,4,3,3,Non,13,Non,0,3,2,4,Autre,Frequent,0,3,2.0
1614,36,F,4663,Marié(e),Consulting,Tech Lead,9,7,3,2,3,3,2,3,2,3,3,Oui,12,Non,2,2,12,4,Infra & Cloud,Occasionnel,1,1,1.0
1615,34,M,4724,Divorcé(e),Consulting,Tech Lead,1,9,9,7,3,4,2,4,1,3,3,Non,13,Non,1,3,10,4,Infra & Cloud,Frequent,7,2,2.0
1617,49,F,3211,Marié(e),Consulting,Consultant,1,10,9,6,3,3,1,1,4,2,3,Non,14,Non,1,3,25,4,Infra & Cloud,Occasionnel,1,4,1.0
1618,39,M,5377,Marié(e),Consulting,Tech Lead,2,10,7,7,2,3,2,1,4,3,3,Non,13,Non,3,3,10,5,Transformation Digitale,Occasionnel,7,7,1.0
1619,27,M,4066,Divorcé(e),Consulting,Consultant,1,7,7,7,4,2,1,1,1,3,3,Non,11,Non,2,3,19,3,Autre,Occasionnel,0,7,1.0
1621,35,M,5208,Marié(e),Consulting,Assistant de Direction,1,16,16,15,2,4,2,1,4,3,3,Non,11,Non,0,2,18,5,Infra & Cloud,Occasionnel,1,10,1.0
1622,28,F,4877,Divorcé(e),Consulting,Tech Lead,0,6,5,3,2,1,2,1,2,2,4,Non,21,Non,1,5,27,3,Transformation Digitale,Occasionnel,0,0,1.0
1623,21,M,3117,Célibataire,Consulting,Assistant de Direction,1,3,2,2,3,3,1,4,3,3,3,Non,18,Non,0,2,5,1,Transformation Digitale,Occasionnel,2,2,1.0
1624,18,F,1569,Célibataire,Commercial,Représentant Commercial,1,0,0,0,2,3,1,4,3,4,3,Oui,12,Oui,0,2,3,2,Transformation Digitale,Frequent,0,0,2.0
1625,47,F,19658,Marié(e),Ressources Humaines,Senior Manager,3,27,5,2,4,3,5,3,3,3,3,Non,11,Non,1,2,26,4,Infra & Cloud,Occasionnel,1,0,1.0
1627,39,M,3069,Divorcé(e),Consulting,Consultant,0,11,10,8,3,2,2,3,4,3,3,Non,15,Non,1,3,3,2,Transformation Digitale,Occasionnel,0,7,1.0
1628,40,F,10435,Marié(e),Consulting,Tech Lead,1,18,18,15,1,2,3,3,4,3,3,Non,13,Non,2,2,15,3,Infra & Cloud,Occasionnel,14,12,1.0
1630,35,F,4148,Marié(e),Consulting,Manager,1,15,14,11,3,3,2,3,4,3,3,Non,12,Non,1,5,8,4,Infra & Cloud,Aucun,2,9,0.0
1631,37,M,5768,Marié(e),Consulting,Tech Lead,3,9,4,3,3,3,2,3,1,2,3,Non,17,Non,3,2,19,3,Infra & Cloud,Occasionnel,0,2,1.0
1633,39,F,5042,Célibataire,Consulting,Tech Lead,0,10,9,2,1,3,2,3,4,1,3,Non,13,Non,0,2,4,3,Transformation Digitale,Frequent,3,8,2.0
1635,45,F,5770,Divorcé(e),Consulting,Tech Lead,1,10,10,7,4,2,2,4,1,3,3,Non,19,Non,2,3,2,2,Autre,Occasionnel,3,9,1.0
1638,38,F,7756,Marié(e),Consulting,Tech Lead,3,10,5,4,4,2,3,3,4,4,3,Oui,19,Non,1,6,2,2,Transformation Digitale,Occasionnel,0,2,1.0
1639,35,M,10306,Marié(e),Commercial,Cadre Commercial,9,15,13,12,4,2,3,1,3,3,3,Non,17,Oui,0,3,10,3,Transformation Digitale,Occasionnel,6,0,1.0
1640,37,F,3936,Marié(e),Consulting,Assistant de Direction,1,8,8,4,2,3,1,2,1,1,3,Non,11,Non,1,2,10,3,Transformation Digitale,Occasionnel,7,7,1.0
1641,40,F,7945,Célibataire,Consulting,Tech Lead,6,18,4,2,3,3,3,4,4,2,3,Oui,15,Non,0,2,16,3,Infra & Cloud,Occasionnel,3,3,1.0
1642,44,M,5743,Marié(e),Ressources Humaines,Ressources Humaines,4,14,10,7,1,3,2,4,3,3,3,Oui,11,Non,0,3,1,5,Ressources Humaines,Frequent,0,2,2.0
1644,48,M,15202,Marié(e),Consulting,Senior Manager,2,23,2,2,3,2,4,4,2,3,4,Non,25,Non,1,3,4,5,Transformation Digitale,Frequent,2,2,2.0
1645,35,M,5440,Divorcé(e),Commercial,Cadre Commercial,6,7,2,2,1,1,2,4,4,2,3,Oui,14,Oui,2,2,15,2,Transformation Digitale,Occasionnel,2,2,1.0
1646,24,F,3760,Célibataire,Consulting,Assistant de Direction,1,6,6,3,1,3,1,4,3,3,3,Oui,13,Non,0,2,2,1,Entrepreunariat,Frequent,1,3,2.0
1647,27,F,3517,Marié(e),Consulting,Assistant de Direction,7,5,3,2,2,4,1,3,1,3,3,Non,17,Non,0,0,8,3,Transformation Digitale,Occasionnel,0,2,1.0
1648,27,M,2580,Célibataire,Consulting,Assistant de Direction,2,6,4,2,4,3,1,4,3,2,3,Non,13,Non,0,0,2,3,Transformation Digitale,Frequent,1,2,2.0
1649,40,M,2166,Célibataire,Consulting,Consultant,3,10,4,2,1,3,1,1,2,1,3,Oui,14,Oui,0,3,7,3,Infra & Cloud,Occasionnel,0,3,1.0
1650,29,M,5869,Célibataire,Commercial,Cadre Commercial,9,8,5,2,3,2,2,3,3,3,3,Non,11,Non,0,2,10,3,Transformation Digitale,Occasionnel,1,4,1.0
1651,36,F,8008,Marié(e),Consulting,Manager,4,9,3,2,2,3,3,1,3,3,3,Non,12,Non,2,6,5,4,Infra & Cloud,Occasionnel,0,2,1.0
1653,25,M,5206,Divorcé(e),Consulting,Tech Lead,1,7,7,7,4,4,2,3,3,3,3,Non,17,Non,2,6,2,1,Infra & Cloud,Frequent,0,7,2.0
1654,39,M,5295,Marié(e),Consulting,Tech Lead,4,7,5,4,4,3,2,2,3,3,4,Non,21,Non,0,3,12,3,Transformation Digitale,Occasionnel,1,0,1.0
1655,49,F,16413,Marié(e),Consulting,Directeur Technique,3,27,4,2,1,3,4,2,2,3,3,Non,16,Non,2,2,22,4,Autre,Occasionnel,1,2,1.0
1656,50,F,13269,Divorcé(e),Consulting,Directeur Technique,5,19,14,11,4,2,3,1,3,3,3,Non,15,Non,3,3,17,5,Infra & Cloud,Occasionnel,1,11,1.0
1657,20,F,2783,Célibataire,Commercial,Représentant Commercial,1,2,2,2,3,3,1,3,1,3,3,Non,19,Non,0,3,2,3,Transformation Digitale,Occasionnel,2,2,1.0
1658,34,F,5433,Divorcé(e),Consulting,Assistant de Direction,1,11,11,8,4,3,2,2,3,3,3,Non,12,Non,1,2,3,3,Infra & Cloud,Occasionnel,7,9,1.0
1659,36,M,2013,Célibataire,Consulting,Consultant,2,15,4,3,1,3,1,2,3,3,3,Non,11,Non,0,4,7,3,Infra & Cloud,Occasionnel,1,3,1.0
1661,49,F,13966,Marié(e),Consulting,Manager,2,30,15,11,3,2,4,3,2,3,3,Oui,19,Non,1,3,6,1,Infra & Cloud,Occasionnel,2,12,1.0
1662,36,F,4374,Marié(e),Consulting,Tech Lead,0,4,3,2,4,2,2,3,3,3,3,Non,15,Non,0,6,1,4,Transformation Digitale,Aucun,1,2,0.0
1664,36,M,6842,Divorcé(e),Consulting,Manager,6,13,5,4,4,4,2,1,1,3,4,Non,20,Non,1,3,3,2,Infra & Cloud,Occasionnel,0,4,1.0
1665,54,F,17426,Marié(e),Consulting,Senior Manager,3,36,10,8,2,3,4,3,3,3,4,Non,25,Non,1,6,22,5,Transformation Digitale,Occasionnel,4,7,1.0
1666,43,M,17603,Marié(e),Consulting,Directeur Technique,1,14,14,10,3,2,4,3,1,3,4,Non,24,Non,1,3,15,2,Infra & Cloud,Occasionnel,6,11,1.0
1667,35,M,4581,Célibataire,Commercial,Cadre Commercial,3,13,11,9,4,3,2,4,1,4,4,Oui,24,Oui,0,2,12,4,Autre,Frequent,6,7,2.0
1668,38,M,4735,Marié(e),Consulting,Assistant de Direction,7,19,13,11,4,3,2,4,4,4,3,Non,15,Non,2,4,1,3,Infra & Cloud,Frequent,2,9,2.0
1669,29,M,4187,Divorcé(e),Commercial,Cadre Commercial,1,10,10,0,1,2,2,2,2,2,3,Oui,13,Non,1,3,5,3,Transformation Digitale,Occasionnel,0,9,1.0
1670,33,M,5505,Divorcé(e),Commercial,Cadre Commercial,1,6,6,2,4,3,2,4,3,3,3,Non,14,Non,2,5,2,4,Transformation Digitale,Occasionnel,0,4,1.0
1671,32,M,5470,Divorcé(e),Consulting,Assistant de Direction,0,10,9,5,4,3,2,2,3,2,3,Non,13,Non,2,4,2,3,Transformation Digitale,Occasionnel,1,6,1.0
1673,31,F,5476,Marié(e),Commercial,Cadre Commercial,1,10,10,0,1,3,2,4,1,3,3,Non,11,Non,2,2,5,4,Infra & Cloud,Occasionnel,0,2,1.0
1674,49,F,2587,Divorcé(e),Consulting,Consultant,4,17,2,2,4,3,1,1,2,2,3,Oui,16,Non,1,2,16,3,Transformation Digitale,Occasionnel,2,2,1.0
1675,38,F,2440,Célibataire,Consulting,Consultant,1,4,4,3,4,2,1,2,2,3,4,Non,22,Non,0,3,2,3,Transformation Digitale,Frequent,3,3,2.0
1676,47,F,15972,Divorcé(e),Commercial,Senior Manager,6,29,3,2,2,4,4,2,3,3,3,Non,14,Non,3,2,2,4,Infra & Cloud,Occasionnel,1,2,1.0
1677,49,M,15379,Célibataire,Consulting,Senior Manager,4,23,8,7,3,3,4,3,1,3,3,Non,14,Non,0,2,1,3,Infra & Cloud,Occasionnel,0,0,1.0
1678,41,M,7082,Célibataire,Commercial,Cadre Commercial,3,21,2,0,4,3,3,3,4,3,3,Oui,16,Non,0,2,23,2,Infra & Cloud,Occasionnel,0,2,1.0
1680,20,M,2728,Célibataire,Commercial,Représentant Commercial,1,2,2,2,4,3,1,1,1,3,3,Non,11,Non,0,3,9,1,Infra & Cloud,Occasionnel,0,2,1.0
1681,33,F,5368,Divorcé(e),Commercial,Cadre Commercial,1,7,6,5,3,3,2,4,3,3,4,Oui,25,Non,1,2,16,3,Infra & Cloud,Aucun,1,2,0.0
1682,36,M,5347,Marié(e),Consulting,Manager,6,10,3,2,1,3,2,3,2,2,3,Non,14,Non,2,2,26,4,Infra & Cloud,Occasionnel,0,2,1.0
1683,44,F,3195,Divorcé(e),Ressources Humaines,Ressources Humaines,4,8,2,2,3,3,1,4,1,3,3,Oui,18,Non,3,2,1,3,Infra & Cloud,Occasionnel,2,2,1.0
1684,23,M,3989,Célibataire,Consulting,Consultant,1,5,5,4,4,2,1,3,1,3,3,Oui,11,Oui,0,2,8,1,Transformation Digitale,Occasionnel,1,2,1.0
1687,38,F,3306,Marié(e),Consulting,Consultant,7,7,0,0,4,3,1,3,4,2,3,Non,19,Non,1,5,4,2,Transformation Digitale,Occasionnel,0,0,1.0
1689,53,M,7005,Marié(e),Consulting,Manager,3,11,4,3,2,4,3,4,3,3,3,Non,15,Non,0,2,24,4,Transformation Digitale,Occasionnel,1,2,1.0
1691,48,F,2655,Marié(e),Commercial,Représentant Commercial,2,19,9,7,4,3,1,3,3,3,3,Oui,11,Oui,2,3,7,2,Transformation Digitale,Frequent,7,7,2.0
1692,32,M,1393,Célibataire,Consulting,Consultant,1,1,1,0,4,3,1,2,1,3,3,Non,12,Oui,0,2,2,4,Infra & Cloud,Occasionnel,0,0,1.0
1693,26,M,2570,Célibataire,Consulting,Consultant,1,7,7,7,4,3,1,4,3,3,4,Non,20,Non,0,5,7,3,Transformation Digitale,Aucun,5,7,0.0
1694,55,M,3537,Divorcé(e),Consulting,Assistant de Direction,5,8,4,2,1,2,1,2,4,3,3,Non,12,Non,1,1,22,3,Entrepreunariat,Occasionnel,1,2,1.0
1696,34,M,3986,Marié(e),Consulting,Consultant,1,15,15,10,2,2,2,4,3,4,3,Non,14,Non,1,3,5,2,Transformation Digitale,Occasionnel,4,13,1.0
1697,60,M,10883,Divorcé(e),Consulting,Manager,3,19,1,0,3,1,3,4,3,4,4,Non,20,Non,1,2,1,4,Transformation Digitale,Occasionnel,0,0,1.0
1698,33,M,2028,Marié(e),Consulting,Consultant,1,14,14,11,2,4,1,2,4,3,3,Non,18,Non,3,6,21,3,Transformation Digitale,Occasionnel,2,13,1.0
1700,37,M,9525,Divorcé(e),Commercial,Cadre Commercial,1,6,6,3,3,1,2,4,3,2,3,Non,14,Non,2,2,1,4,Transformation Digitale,Frequent,1,3,2.0
1701,34,F,2929,Marié(e),Consulting,Assistant de Direction,1,10,10,9,2,2,1,4,2,3,3,Non,12,Non,0,3,19,3,Infra & Cloud,Occasionnel,8,7,1.0
1702,23,M,2275,Divorcé(e),Commercial,Représentant Commercial,1,3,3,2,3,3,1,4,2,3,4,Oui,21,Oui,1,2,7,3,Infra & Cloud,Occasionnel,0,2,1.0
1703,44,F,7879,Marié(e),Consulting,Manager,1,9,8,7,3,4,3,4,2,3,3,Oui,19,Non,1,2,2,3,Infra & Cloud,Occasionnel,6,7,1.0
1704,35,M,4930,Célibataire,Consulting,Assistant de Direction,0,6,5,4,1,2,1,4,3,4,3,Oui,14,Non,0,2,2,4,Transformation Digitale,Frequent,1,4,2.0
1706,43,M,7847,Marié(e),Commercial,Cadre Commercial,1,10,10,9,4,3,2,4,1,3,3,Oui,17,Non,1,3,2,3,Transformation Digitale,Occasionnel,8,8,1.0
1707,24,M,4401,Marié(e),Consulting,Assistant de Direction,1,5,5,3,3,4,1,3,4,3,3,Non,16,Non,1,1,9,3,Transformation Digitale,Occasionnel,0,4,1.0
1708,41,M,9241,Célibataire,Commercial,Cadre Commercial,1,10,10,8,4,3,3,3,2,3,3,Non,12,Non,0,3,6,3,Marketing,Occasionnel,8,7,1.0
1709,29,F,2974,Marié(e),Consulting,Consultant,9,9,5,3,4,3,1,3,3,3,3,Non,17,Non,1,2,9,4,Transformation Digitale,Occasionnel,1,2,1.0
1710,36,F,4502,Célibataire,Commercial,Représentant Commercial,3,17,13,7,3,3,2,4,3,2,3,Non,15,Non,0,2,2,4,Infra & Cloud,Occasionnel,6,7,1.0
1712,45,M,10748,Marié(e),Consulting,Manager,3,25,23,15,3,2,3,3,4,2,4,Non,23,Non,1,3,1,1,Infra & Cloud,Aucun,14,4,0.0
1714,24,M,1555,Marié(e),Ressources Humaines,Ressources Humaines,1,1,1,0,4,1,1,3,3,3,3,Non,11,Oui,1,2,22,1,Ressources Humaines,Occasionnel,0,0,1.0
1716,47,M,12936,Marié(e),Commercial,Cadre Commercial,7,25,23,5,3,1,4,3,3,1,3,Non,11,Oui,0,3,9,3,Infra & Cloud,Frequent,14,10,2.0
1718,26,M,2305,Marié(e),Consulting,Consultant,1,3,3,2,4,1,1,3,3,4,3,Non,15,Non,3,3,17,4,Transformation Digitale,Occasionnel,0,2,1.0
1719,45,F,16704,Célibataire,Consulting,Directeur Technique,1,21,21,6,4,2,4,2,3,3,3,Non,11,Non,0,2,28,2,Entrepreunariat,Occasionnel,8,6,1.0
1720,32,M,3433,Marié(e),Consulting,Assistant de Direction,6,10,5,2,1,3,1,3,1,2,3,Non,13,Non,1,3,10,3,Infra & Cloud,Frequent,1,3,2.0
1721,31,M,3477,Marié(e),Consulting,Consultant,1,6,5,2,2,3,1,3,4,4,3,Non,14,Non,1,2,2,4,Infra & Cloud,Occasionnel,0,3,1.0
1722,41,M,6430,Marié(e),Ressources Humaines,Ressources Humaines,6,10,3,2,3,1,2,2,2,3,3,Non,19,Non,1,4,4,3,Ressources Humaines,Aucun,1,2,0.0
1724,40,F,6516,Marié(e),Consulting,Tech Lead,2,18,1,0,2,3,2,1,2,3,3,Oui,16,Non,1,3,8,2,Infra & Cloud,Occasionnel,0,0,1.0
1725,24,M,3907,Divorcé(e),Consulting,Consultant,1,6,6,2,2,3,1,1,2,4,3,Non,13,Non,3,2,29,1,Transformation Digitale,Occasionnel,1,2,1.0
1727,46,M,5562,Célibataire,Consulting,Manager,6,19,10,7,3,3,2,2,4,3,3,Non,14,Non,0,3,13,4,Infra & Cloud,Occasionnel,0,9,1.0
1728,35,M,6883,Marié(e),Consulting,Tech Lead,2,17,7,7,4,3,2,3,2,3,3,Non,16,Non,1,3,27,4,Infra & Cloud,Occasionnel,0,7,1.0
1729,30,M,2862,Marié(e),Consulting,Assistant de Direction,1,10,10,0,2,3,1,4,2,2,3,Non,12,Non,1,2,16,1,Infra & Cloud,Occasionnel,0,8,1.0
1731,47,M,4978,Marié(e),Commercial,Cadre Commercial,7,4,1,0,3,3,2,2,4,1,3,Non,11,Non,1,3,2,4,Marketing,Aucun,0,0,0.0
1732,46,M,10368,Divorcé(e),Commercial,Cadre Commercial,4,13,10,6,3,3,3,4,2,2,3,Oui,12,Non,1,5,2,3,Infra & Cloud,Occasionnel,0,3,1.0
1733,36,M,6134,Divorcé(e),Commercial,Cadre Commercial,5,16,2,2,2,2,2,1,2,3,3,Oui,13,Oui,3,3,13,5,Marketing,Occasionnel,2,2,1.0
1734,32,M,6735,Célibataire,Commercial,Cadre Commercial,6,10,0,0,1,1,2,2,2,3,3,Non,15,Oui,0,2,1,2,Infra & Cloud,Occasionnel,0,0,1.0
1735,23,F,3295,Célibataire,Consulting,Consultant,1,3,3,2,3,3,1,2,3,1,3,Non,13,Non,0,3,4,1,Transformation Digitale,Occasionnel,1,2,1.0
1736,31,F,5238,Célibataire,Consulting,Tech Lead,2,9,5,4,4,3,2,4,4,2,4,Non,20,Non,0,3,24,1,Entrepreunariat,Frequent,1,4,2.0
1737,39,M,6472,Marié(e),Consulting,Consultant,1,9,9,8,4,3,2,4,4,3,3,Oui,15,Non,1,2,1,3,Infra & Cloud,Aucun,5,8,0.0
1739,32,M,9610,Marié(e),Commercial,Cadre Commercial,3,10,4,3,4,1,3,3,3,1,3,Non,13,Non,1,2,19,3,Infra & Cloud,Occasionnel,0,2,1.0
1740,40,M,19833,Célibataire,Commercial,Senior Manager,1,21,21,8,2,3,5,2,2,2,3,Non,14,Non,0,3,7,4,Transformation Digitale,Occasionnel,12,8,1.0
1744,45,F,9756,Marié(e),Ressources Humaines,Ressources Humaines,4,9,5,0,3,1,3,3,3,4,4,Non,21,Non,2,2,4,3,Infra & Cloud,Occasionnel,0,3,1.0
1745,30,F,4968,Célibataire,Consulting,Assistant de Direction,0,10,9,7,4,2,1,1,4,3,3,Non,16,Non,0,2,2,4,Entrepreunariat,Frequent,0,7,2.0
1746,24,M,2145,Marié(e),Ressources Humaines,Ressources Humaines,0,3,2,2,1,3,1,4,4,3,3,Non,14,Non,1,2,10,3,Transformation Digitale,Frequent,2,1,2.0
1747,30,F,2180,Divorcé(e),Ressources Humaines,Ressources Humaines,6,6,4,2,3,2,1,4,3,2,3,Non,11,Oui,1,0,8,3,Ressources Humaines,Frequent,1,2,2.0
1749,31,M,8346,Marié(e),Commercial,Cadre Commercial,1,6,5,2,1,3,2,3,3,3,3,Non,19,Non,1,3,5,3,Entrepreunariat,Occasionnel,0,2,1.0
1751,27,F,3445,Célibataire,Consulting,Assistant de Direction,1,6,6,2,3,3,1,4,3,2,3,Non,11,Non,0,5,8,3,Transformation Digitale,Occasionnel,1,4,1.0
1752,29,F,2760,Célibataire,Commercial,Représentant Commercial,1,2,2,2,2,1,1,2,3,3,3,Non,13,Oui,0,3,9,3,Marketing,Occasionnel,2,2,1.0
1753,29,M,6294,Célibataire,Consulting,Manager,8,10,3,2,4,4,2,3,4,4,3,Oui,12,Non,0,5,1,3,Infra & Cloud,Frequent,0,2,2.0
1754,30,M,7140,Divorcé(e),Commercial,Cadre Commercial,2,12,7,7,3,2,3,1,1,3,3,Non,11,Non,1,2,15,2,Marketing,Occasionnel,1,7,1.0
1755,34,M,2932,Marié(e),Consulting,Assistant de Direction,0,6,5,0,4,4,1,4,1,3,3,Oui,14,Non,3,3,2,4,Transformation Digitale,Occasionnel,1,2,1.0
1756,33,F,5147,Célibataire,Commercial,Cadre Commercial,8,13,11,7,4,3,2,2,4,2,3,Non,15,Non,0,2,2,3,Marketing,Aucun,1,7,0.0
1757,49,F,4507,Célibataire,Commercial,Cadre Commercial,3,8,5,1,4,3,2,4,3,4,3,Non,12,Non,0,1,11,4,Marketing,Occasionnel,0,4,1.0
